,year,location,total_house,total_house_male,total_house_female,total_people,total_people_male,total_people_female,class_1_house,class_1_house_male,class_1_house_female,class_1_people,class_1_people_male,class_1_people_female,class_2_house,class_2_house_male,class_2_house_female,class_2_people,class_2_people_male,class_2_people_female,class_3_house,class_3_house_male,class_3_house_female,class_3_people,class_3_people_male,class_3_people_female,rate_of_house,rate_of_people
98,2012,宜蘭縣,3170.0,1872.0,1298.0,7391.0,3786.0,3605.0,29.0,25.0,4.0,30.0,25.0,5.0,451.0,290.0,161.0,957.0,538.0,419.0,2690.0,1557.0,1133.0,6404.0,3223.0,3181.0,1.99,1.61
99,2012,桃園縣,5643.0,3082.0,2561.0,15185.0,7543.0,7642.0,53.0,42.0,11.0,54.0,43.0,11.0,692.0,413.0,279.0,1519.0,818.0,701.0,4898.0,2627.0,2271.0,13612.0,6682.0,6930.0,0.8,0.75
100,2012,新竹縣,2079.0,1319.0,760.0,5650.0,2879.0,2771.0,54.0,51.0,3.0,54.0,51.0,3.0,415.0,268.0,147.0,978.0,509.0,469.0,1610.0,1000.0,610.0,4618.0,2319.0,2299.0,1.22,1.08
101,2012,苗栗縣,3146.0,1965.0,1181.0,7887.0,4175.0,3712.0,10.0,10.0,0.0,10.0,10.0,0.0,1321.0,873.0,448.0,2818.0,1569.0,1249.0,1815.0,1082.0,733.0,5059.0,2596.0,2463.0,1.76,1.4
102,2012,彰化縣,5643.0,3682.0,1961.0,10329.0,5785.0,4544.0,3.0,2.0,1.0,3.0,2.0,1.0,102.0,64.0,38.0,207.0,109.0,98.0,5538.0,3616.0,1922.0,10119.0,5674.0,4445.0,1.52,0.79
103,2012,南投縣,3879.0,2449.0,1430.0,8780.0,4623.0,4157.0,14.0,11.0,3.0,14.0,11.0,3.0,234.0,170.0,64.0,411.0,249.0,162.0,3631.0,2268.0,1363.0,8355.0,4363.0,3992.0,2.22,1.69
104,2012,雲林縣,5237.0,3666.0,1571.0,12292.0,6617.0,5675.0,0.0,0.0,0.0,0.0,0.0,0.0,2155.0,1571.0,584.0,3838.0,2273.0,1565.0,3082.0,2095.0,987.0,8454.0,4344.0,4110.0,2.23,1.73
105,2012,嘉義縣,1806.0,1268.0,538.0,3753.0,2128.0,1625.0,17.0,13.0,4.0,18.0,13.0,5.0,174.0,132.0,42.0,233.0,158.0,75.0,1615.0,1123.0,492.0,3502.0,1957.0,1545.0,1.01,0.7
106,2012,屏東縣,8165.0,5499.0,2666.0,19102.0,10482.0,8620.0,50.0,37.0,13.0,50.0,37.0,13.0,815.0,603.0,212.0,1305.0,823.0,482.0,7300.0,4859.0,2441.0,17747.0,9622.0,8125.0,2.91,2.23
107,2012,臺東縣,4776.0,2978.0,1798.0,13816.0,7276.0,6540.0,258.0,201.0,57.0,268.0,206.0,62.0,1479.0,922.0,557.0,4187.0,2228.0,1959.0,3039.0,1855.0,1184.0,9361.0,4842.0,4519.0,5.87,6.11
108,2012,花蓮縣,2820.0,1824.0,996.0,7006.0,3775.0,3231.0,2.0,1.0,1.0,2.0,1.0,1.0,75.0,47.0,28.0,162.0,89.0,73.0,2743.0,1776.0,967.0,6842.0,3685.0,3157.0,2.3,2.09
109,2012,澎湖縣,1483.0,974.0,509.0,3826.0,1980.0,1846.0,129.0,93.0,36.0,141.0,98.0,43.0,534.0,345.0,189.0,1097.0,590.0,507.0,820.0,536.0,284.0,2588.0,1292.0,1296.0,4.1,3.87
110,2012,基隆市,3165.0,1662.0,1503.0,5568.0,2682.0,2886.0,11.0,8.0,3.0,14.0,12.0,2.0,551.0,303.0,248.0,924.0,465.0,459.0,2603.0,1351.0,1252.0,4630.0,2205.0,2425.0,2.13,1.48
111,2012,新竹市,1594.0,860.0,734.0,4131.0,1994.0,2137.0,52.0,39.0,13.0,55.0,42.0,13.0,573.0,326.0,247.0,1389.0,700.0,689.0,969.0,495.0,474.0,2687.0,1252.0,1435.0,1.07,0.97
112,2012,嘉義市,1252.0,763.0,489.0,2757.0,1621.0,1136.0,41.0,34.0,7.0,42.0,35.0,7.0,328.0,213.0,115.0,511.0,316.0,195.0,883.0,516.0,367.0,2204.0,1270.0,934.0,1.29,1.02
113,2012,金門縣,296.0,156.0,140.0,673.0,322.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,51.0,48.0,241.0,114.0,127.0,197.0,105.0,92.0,432.0,208.0,224.0,0.84,0.59
114,2012,連江縣,53.0,34.0,19.0,124.0,65.0,59.0,10.0,8.0,2.0,10.0,8.0,2.0,20.0,11.0,9.0,55.0,24.0,31.0,23.0,15.0,8.0,59.0,33.0,26.0,2.29,1.1
115,2011,全國,128237.0,74638.0,53599.0,314282.0,160644.0,153638.0,4253.0,3209.0,1044.0,4482.0,3320.0,1162.0,26999.0,16349.0,10650.0,56295.0,29479.0,26816.0,96985.0,55080.0,41905.0,253505.0,127845.0,125660.0,1.59,1.35
116,2011,新 北 市,19213.0,10765.0,8448.0,49389.0,24343.0,25046.0,171.0,117.0,54.0,186.0,122.0,64.0,2394.0,1426.0,968.0,5436.0,2822.0,2614.0,16648.0,9222.0,7426.0,43767.0,21399.0,22368.0,1.34,1.26
117,2011,臺 北 市,19427.0,10575.0,8852.0,47597.0,24640.0,22957.0,2572.0,1997.0,575.0,2679.0,2066.0,613.0,4148.0,2339.0,1809.0,8457.0,4143.0,4314.0,12707.0,6239.0,6468.0,36461.0,18431.0,18030.0,1.94,1.8
118,2011,臺 中 市,8319.0,4366.0,3953.0,21217.0,10237.0,10980.0,106.0,81.0,25.0,107.0,81.0,26.0,1053.0,527.0,526.0,2516.0,1182.0,1334.0,7160.0,3758.0,3402.0,18594.0,8974.0,9620.0,0.96,0.8
119,2011,臺 南 市,9621.0,5364.0,4257.0,23771.0,12171.0,11600.0,394.0,259.0,135.0,431.0,274.0,157.0,2164.0,1283.0,881.0,4529.0,2396.0,2133.0,7063.0,3822.0,3241.0,18811.0,9501.0,9310.0,1.48,1.27
120,2011,高 雄 市,20957.0,11870.0,9087.0,50426.0,25233.0,25193.0,285.0,202.0,83.0,307.0,211.0,96.0,7950.0,4628.0,3322.0,15903.0,8323.0,7580.0,12722.0,7040.0,5682.0,34216.0,16699.0,17517.0,2.02,1.82
121,2011,宜蘭縣,3072.0,1844.0,1228.0,7373.0,3767.0,3606.0,33.0,26.0,7.0,35.0,27.0,8.0,584.0,387.0,197.0,1310.0,740.0,570.0,2455.0,1431.0,1024.0,6028.0,3000.0,3028.0,1.96,1.61
122,2011,桃園縣,5104.0,2691.0,2413.0,13676.0,6805.0,6871.0,65.0,51.0,14.0,68.0,52.0,16.0,701.0,425.0,276.0,1615.0,852.0,763.0,4338.0,2215.0,2123.0,11993.0,5901.0,6092.0,0.74,0.68
123,2011,新竹縣,1896.0,1153.0,743.0,5097.0,2634.0,2463.0,54.0,51.0,3.0,55.0,52.0,3.0,465.0,278.0,187.0,1087.0,547.0,540.0,1377.0,824.0,553.0,3955.0,2035.0,1920.0,1.15,0.98
124,2011,苗栗縣,2748.0,1695.0,1053.0,6691.0,3507.0,3184.0,13.0,13.0,0.0,14.0,13.0,1.0,900.0,606.0,294.0,1930.0,1096.0,834.0,1835.0,1076.0,759.0,4747.0,2398.0,2349.0,1.57,1.19
125,2011,彰化縣,5449.0,3545.0,1904.0,9897.0,5515.0,4382.0,2.0,2.0,0.0,2.0,2.0,0.0,129.0,76.0,53.0,286.0,144.0,142.0,5318.0,3467.0,1851.0,9609.0,5369.0,4240.0,1.48,0.76
126,2011,南投縣,3808.0,2399.0,1409.0,8777.0,4620.0,4157.0,19.0,16.0,3.0,19.0,16.0,3.0,242.0,178.0,64.0,453.0,267.0,186.0,3547.0,2205.0,1342.0,8305.0,4337.0,3968.0,2.21,1.68
127,2011,雲林縣,5043.0,3468.0,1575.0,12574.0,6723.0,5851.0,0.0,0.0,0.0,0.0,0.0,0.0,2042.0,1488.0,554.0,3669.0,2084.0,1585.0,3001.0,1980.0,1021.0,8905.0,4639.0,4266.0,2.18,1.76
128,2011,嘉義縣,1624.0,1121.0,503.0,3377.0,1886.0,1491.0,16.0,13.0,3.0,17.0,13.0,4.0,165.0,121.0,44.0,216.0,139.0,77.0,1443.0,987.0,456.0,3144.0,1734.0,1410.0,0.91,0.63
129,2011,屏東縣,8271.0,5588.0,2683.0,19818.0,10828.0,8990.0,48.0,34.0,14.0,52.0,37.0,15.0,903.0,657.0,246.0,1505.0,929.0,576.0,7320.0,4897.0,2423.0,18261.0,9862.0,8399.0,2.97,2.29
130,2011,臺東縣,4654.0,2885.0,1769.0,12737.0,6649.0,6088.0,191.0,153.0,38.0,201.0,159.0,42.0,1177.0,784.0,393.0,3003.0,1616.0,1387.0,3286.0,1948.0,1338.0,9533.0,4874.0,4659.0,5.76,5.58
131,2011,花蓮縣,2915.0,1875.0,1040.0,6696.0,3627.0,3069.0,3.0,2.0,1.0,3.0,2.0,1.0,100.0,62.0,38.0,159.0,92.0,67.0,2812.0,1811.0,1001.0,6534.0,3533.0,3001.0,2.39,1.99
132,2011,澎湖縣,1295.0,798.0,497.0,3034.0,1475.0,1559.0,139.0,82.0,57.0,163.0,82.0,81.0,484.0,306.0,178.0,1045.0,516.0,529.0,672.0,410.0,262.0,1826.0,877.0,949.0,3.7,3.12
133,2011,基隆市,1947.0,1034.0,913.0,5163.0,2500.0,2663.0,13.0,11.0,2.0,13.0,11.0,2.0,492.0,257.0,235.0,1182.0,573.0,609.0,1442.0,766.0,676.0,3968.0,1916.0,2052.0,1.32,1.36
134,2011,新竹市,1427.0,779.0,648.0,3819.0,1835.0,1984.0,62.0,48.0,14.0,63.0,49.0,14.0,519.0,288.0,231.0,1269.0,631.0,638.0,846.0,443.0,403.0,2487.0,1155.0,1332.0,0.98,0.91
135,2011,嘉義市,1123.0,639.0,484.0,2431.0,1283.0,1148.0,50.0,40.0,10.0,50.0,40.0,10.0,280.0,179.0,101.0,451.0,257.0,194.0,793.0,420.0,373.0,1930.0,986.0,944.0,1.17,0.9
136,2011,金門縣,273.0,154.0,119.0,601.0,303.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,48.0,43.0,221.0,109.0,112.0,182.0,106.0,76.0,380.0,194.0,186.0,0.81,0.58
137,2011,連江縣,51.0,30.0,21.0,121.0,63.0,58.0,17.0,11.0,6.0,17.0,11.0,6.0,16.0,6.0,10.0,53.0,21.0,32.0,18.0,13.0,5.0,51.0,31.0,20.0,2.32,1.2
138,2010,全國,112200.0,65575.0,46625.0,273361.0,140672.0,132689.0,4085.0,3091.0,994.0,4271.0,3198.0,1073.0,24201.0,14612.0,9589.0,51788.0,27026.0,24762.0,83914.0,47872.0,36042.0,217302.0,110448.0,106854.0,1.41,1.18
139,2010,臺北縣,15171.0,8323.0,6848.0,38172.0,19611.0,18561.0,183.0,123.0,60.0,193.0,129.0,64.0,2291.0,1358.0,933.0,5130.0,2615.0,2515.0,12697.0,6842.0,5855.0,32849.0,16867.0,15982.0,1.08,0.98
140,2010,宜蘭縣,3104.0,1886.0,1218.0,7651.0,3932.0,3719.0,44.0,36.0,8.0,46.0,37.0,9.0,722.0,464.0,258.0,1719.0,939.0,780.0,2338.0,1386.0,952.0,5886.0,2956.0,2930.0,2.02,1.66
141,2010,桃園縣,4964.0,2585.0,2379.0,13568.0,6699.0,6869.0,73.0,56.0,17.0,77.0,58.0,19.0,729.0,443.0,286.0,1778.0,926.0,852.0,4162.0,2086.0,2076.0,11713.0,5715.0,5998.0,0.74,0.68
142,2010,新竹縣,1486.0,963.0,523.0,3954.0,2529.0,1425.0,59.0,59.0,0.0,59.0,59.0,0.0,445.0,284.0,161.0,1139.0,622.0,517.0,982.0,620.0,362.0,2756.0,1848.0,908.0,0.92,0.77
143,2010,苗栗縣,2493.0,1489.0,1004.0,6048.0,3155.0,2893.0,13.0,13.0,0.0,14.0,13.0,1.0,800.0,523.0,277.0,1755.0,976.0,779.0,1680.0,953.0,727.0,4279.0,2166.0,2113.0,1.44,1.08
144,2010,臺中縣,3904.0,2272.0,1632.0,10049.0,5049.0,5000.0,4.0,4.0,0.0,4.0,4.0,0.0,342.0,187.0,155.0,844.0,407.0,437.0,3558.0,2081.0,1477.0,9201.0,4638.0,4563.0,0.84,0.64
145,2010,彰化縣,5360.0,3440.0,1920.0,9897.0,5483.0,4414.0,3.0,3.0,0.0,3.0,3.0,0.0,166.0,99.0,67.0,374.0,186.0,188.0,5191.0,3338.0,1853.0,9520.0,5294.0,4226.0,1.47,0.76
146,2010,南投縣,3818.0,2355.0,1463.0,8719.0,4647.0,4072.0,24.0,21.0,3.0,24.0,21.0,3.0,454.0,262.0,192.0,794.0,495.0,299.0,3340.0,2072.0,1268.0,7901.0,4131.0,3770.0,2.24,1.66
147,2010,雲林縣,4060.0,2781.0,1279.0,9732.0,5198.0,4534.0,0.0,0.0,0.0,0.0,0.0,0.0,1753.0,1313.0,440.0,3187.0,1926.0,1261.0,2307.0,1468.0,839.0,6545.0,3272.0,3273.0,1.77,1.36
148,2010,嘉義縣,1452.0,966.0,486.0,3251.0,1947.0,1304.0,15.0,13.0,2.0,16.0,14.0,2.0,162.0,116.0,46.0,242.0,154.0,88.0,1275.0,837.0,438.0,2993.0,1779.0,1214.0,0.82,0.6
149,2010,臺南縣,3336.0,2640.0,696.0,7026.0,3862.0,3164.0,27.0,19.0,8.0,28.0,19.0,9.0,333.0,272.0,61.0,566.0,339.0,227.0,2976.0,2349.0,627.0,6432.0,3504.0,2928.0,0.9,0.64
150,2010,高雄縣,5849.0,3614.0,2235.0,14573.0,7563.0,7010.0,95.0,73.0,22.0,100.0,75.0,25.0,1348.0,934.0,414.0,2605.0,1513.0,1092.0,4406.0,2607.0,1799.0,11868.0,5975.0,5893.0,1.35,1.17
151,2010,屏東縣,7867.0,5249.0,2618.0,19324.0,10351.0,8973.0,52.0,37.0,15.0,53.0,38.0,15.0,1004.0,719.0,285.0,1783.0,1070.0,713.0,6811.0,4493.0,2318.0,17488.0,9243.0,8245.0,2.84,2.21
152,2010,臺東縣,3914.0,2405.0,1509.0,10788.0,5674.0,5114.0,112.0,88.0,24.0,117.0,89.0,28.0,927.0,634.0,293.0,2355.0,1314.0,1041.0,2875.0,1683.0,1192.0,8316.0,4271.0,4045.0,4.87,4.68
153,2010,花蓮縣,3139.0,2090.0,1049.0,7404.0,3978.0,3426.0,6.0,4.0,2.0,6.0,4.0,2.0,140.0,86.0,54.0,228.0,129.0,99.0,2993.0,2000.0,993.0,7170.0,3845.0,3325.0,2.6,2.19
154,2010,澎湖縣,1388.0,859.0,529.0,3110.0,1571.0,1539.0,164.0,98.0,66.0,174.0,104.0,70.0,566.0,355.0,211.0,1354.0,698.0,656.0,658.0,406.0,252.0,1582.0,769.0,813.0,4.06,3.21
155,2010,基隆市,1443.0,747.0,696.0,3743.0,1793.0,1950.0,12.0,9.0,3.0,14.0,9.0,5.0,429.0,226.0,203.0,988.0,489.0,499.0,1002.0,512.0,490.0,2741.0,1295.0,1446.0,0.98,0.97
156,2010,新竹市,1268.0,691.0,577.0,3219.0,1548.0,1671.0,56.0,41.0,15.0,56.0,41.0,15.0,448.0,236.0,212.0,1139.0,539.0,600.0,764.0,414.0,350.0,2024.0,968.0,1056.0,0.89,0.78
157,2010,臺中市,3947.0,1920.0,2027.0,9365.0,4359.0,5006.0,79.0,61.0,18.0,83.0,63.0,20.0,495.0,247.0,248.0,1115.0,526.0,589.0,3373.0,1612.0,1761.0,8167.0,3770.0,4397.0,1.02,0.87
158,2010,嘉義市,1287.0,784.0,503.0,2988.0,1560.0,1428.0,52.0,43.0,9.0,53.0,44.0,9.0,371.0,235.0,136.0,636.0,360.0,276.0,864.0,506.0,358.0,2299.0,1156.0,1143.0,1.35,1.1
159,2010,臺南市,4677.0,2648.0,2029.0,12159.0,5961.0,6198.0,343.0,230.0,113.0,367.0,246.0,121.0,1523.0,864.0,659.0,3443.0,1728.0,1715.0,2811.0,1554.0,1257.0,8349.0,3987.0,4362.0,1.73,1.57
160,2010,臺 北 市,17810.0,9654.0,8156.0,43823.0,22380.0,21443.0,2530.0,1967.0,563.0,2636.0,2031.0,605.0,3525.0,1941.0,1584.0,7564.0,3616.0,3948.0,11755.0,5746.0,6009.0,33623.0,16733.0,16890.0,1.81,1.67
161,2010,高 雄 市,10161.0,5041.0,5120.0,24129.0,11484.0,12645.0,126.0,84.0,42.0,135.0,88.0,47.0,5131.0,2762.0,2369.0,10821.0,5350.0,5471.0,4904.0,2195.0,2709.0,13173.0,6046.0,7127.0,1.73,1.58
162,2010,金門縣,261.0,150.0,111.0,574.0,293.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,48.0,39.0,199.0,97.0,102.0,174.0,102.0,72.0,375.0,196.0,179.0,0.8,0.59
163,2010,連江縣,41.0,23.0,18.0,95.0,45.0,50.0,13.0,9.0,4.0,13.0,9.0,4.0,10.0,4.0,6.0,30.0,12.0,18.0,18.0,10.0,8.0,52.0,24.0,28.0,1.94,0.96
164,2009,全國,105265.0,60982.0,44283.0,256342.0,130515.0,125827.0,4253.0,3191.0,1062.0,4451.0,3301.0,1150.0,23447.0,14009.0,9438.0,50811.0,26259.0,24552.0,77565.0,43782.0,33783.0,201080.0,100955.0,100125.0,1.35,1.11
165,2009,臺北縣,13105.0,7171.0,5934.0,32357.0,16084.0,16273.0,205.0,138.0,67.0,222.0,146.0,76.0,2042.0,1195.0,847.0,4464.0,2311.0,2153.0,10858.0,5838.0,5020.0,27671.0,13627.0,14044.0,0.95,0.84
166,2009,宜蘭縣,3156.0,1873.0,1283.0,7847.0,3929.0,3918.0,42.0,32.0,10.0,44.0,33.0,11.0,848.0,529.0,319.0,2012.0,1069.0,943.0,2266.0,1312.0,954.0,5791.0,2827.0,2964.0,2.08,1.7
167,2009,桃園縣,4598.0,2333.0,2265.0,12224.0,5995.0,6229.0,72.0,57.0,15.0,79.0,61.0,18.0,767.0,426.0,341.0,2000.0,1002.0,998.0,3759.0,1850.0,1909.0,10145.0,4932.0,5213.0,0.7,0.62
168,2009,新竹縣,1385.0,884.0,501.0,3707.0,2212.0,1495.0,74.0,74.0,0.0,75.0,75.0,0.0,413.0,260.0,153.0,1078.0,597.0,481.0,898.0,550.0,348.0,2554.0,1540.0,1014.0,0.88,0.73
169,2009,苗栗縣,2446.0,1443.0,1003.0,5923.0,3067.0,2856.0,14.0,13.0,1.0,15.0,13.0,2.0,876.0,544.0,332.0,2045.0,1092.0,953.0,1556.0,886.0,670.0,3863.0,1962.0,1901.0,1.44,1.05
170,2009,臺中縣,3814.0,2120.0,1694.0,9513.0,4802.0,4711.0,4.0,3.0,1.0,4.0,3.0,1.0,315.0,173.0,142.0,764.0,400.0,364.0,3495.0,1944.0,1551.0,8745.0,4399.0,4346.0,0.83,0.61
171,2009,彰化縣,5219.0,3311.0,1908.0,10001.0,5477.0,4524.0,3.0,3.0,0.0,3.0,3.0,0.0,204.0,124.0,80.0,458.0,240.0,218.0,5012.0,3184.0,1828.0,9540.0,5234.0,4306.0,1.45,0.76
172,2009,南投縣,3488.0,2204.0,1284.0,8249.0,4343.0,3906.0,25.0,22.0,3.0,25.0,22.0,3.0,272.0,199.0,73.0,519.0,312.0,207.0,3191.0,1983.0,1208.0,7705.0,4009.0,3696.0,2.06,1.55
173,2009,雲林縣,4153.0,2784.0,1369.0,9963.0,5306.0,4657.0,53.0,37.0,16.0,56.0,39.0,17.0,1998.0,1446.0,552.0,3656.0,2143.0,1513.0,2102.0,1301.0,801.0,6251.0,3124.0,3127.0,1.83,1.38
174,2009,嘉義縣,1490.0,1001.0,489.0,3375.0,1802.0,1573.0,16.0,14.0,2.0,17.0,14.0,3.0,173.0,123.0,50.0,271.0,160.0,111.0,1301.0,864.0,437.0,3087.0,1628.0,1459.0,0.85,0.62
175,2009,臺南縣,3176.0,2545.0,631.0,6554.0,3631.0,2923.0,33.0,24.0,9.0,33.0,24.0,9.0,349.0,281.0,68.0,604.0,361.0,243.0,2794.0,2240.0,554.0,5917.0,3246.0,2671.0,0.87,0.59
176,2009,高雄縣,5195.0,3194.0,2001.0,12842.0,6707.0,6135.0,98.0,76.0,22.0,103.0,78.0,25.0,1261.0,858.0,403.0,2443.0,1414.0,1029.0,3836.0,2260.0,1576.0,10296.0,5215.0,5081.0,1.22,1.03
177,2009,屏東縣,7438.0,4893.0,2545.0,18519.0,9821.0,8698.0,69.0,48.0,21.0,69.0,48.0,21.0,1076.0,762.0,314.0,1995.0,1175.0,820.0,6293.0,4083.0,2210.0,16455.0,8598.0,7857.0,2.71,2.1
178,2009,臺東縣,3780.0,2308.0,1472.0,10629.0,5530.0,5099.0,166.0,127.0,39.0,173.0,130.0,43.0,982.0,642.0,340.0,2462.0,1275.0,1187.0,2632.0,1539.0,1093.0,7994.0,4125.0,3869.0,4.74,4.57
179,2009,花蓮縣,3210.0,2022.0,1188.0,8104.0,4249.0,3855.0,10.0,9.0,1.0,10.0,9.0,1.0,232.0,146.0,86.0,455.0,250.0,205.0,2968.0,1867.0,1101.0,7639.0,3990.0,3649.0,2.68,2.38
180,2009,澎湖縣,1488.0,918.0,570.0,3419.0,1730.0,1689.0,194.0,120.0,74.0,212.0,131.0,81.0,591.0,373.0,218.0,1459.0,732.0,727.0,703.0,425.0,278.0,1748.0,867.0,881.0,4.49,3.55
181,2009,基隆市,1385.0,725.0,660.0,3538.0,1719.0,1819.0,11.0,8.0,3.0,13.0,8.0,5.0,420.0,220.0,200.0,934.0,455.0,479.0,954.0,497.0,457.0,2591.0,1256.0,1335.0,0.95,0.91
182,2009,新竹市,1183.0,616.0,567.0,3004.0,1456.0,1548.0,60.0,46.0,14.0,61.0,46.0,15.0,463.0,232.0,231.0,1242.0,604.0,638.0,660.0,338.0,322.0,1701.0,806.0,895.0,0.85,0.73
183,2009,臺中市,3928.0,1932.0,1996.0,9277.0,4440.0,4837.0,77.0,59.0,18.0,77.0,59.0,18.0,457.0,230.0,227.0,1048.0,496.0,552.0,3394.0,1643.0,1751.0,8152.0,3885.0,4267.0,1.04,0.86
184,2009,嘉義市,1287.0,785.0,502.0,3017.0,1585.0,1432.0,58.0,45.0,13.0,59.0,46.0,13.0,386.0,240.0,146.0,626.0,299.0,327.0,843.0,500.0,343.0,2332.0,1240.0,1092.0,1.36,1.1
185,2009,臺南市,3987.0,2199.0,1788.0,10247.0,5052.0,5195.0,288.0,190.0,98.0,308.0,200.0,108.0,1335.0,743.0,592.0,2985.0,1471.0,1514.0,2364.0,1266.0,1098.0,6954.0,3381.0,3573.0,1.5,1.33
186,2009,臺 北 市,16532.0,8940.0,7592.0,40708.0,20571.0,20137.0,2530.0,1946.0,584.0,2629.0,2007.0,622.0,3211.0,1761.0,1450.0,7128.0,3444.0,3684.0,10791.0,5233.0,5558.0,30951.0,15120.0,15831.0,1.71,1.56
187,2009,高 雄 市,9519.0,4610.0,4909.0,22672.0,10680.0,11992.0,133.0,89.0,44.0,146.0,95.0,51.0,4682.0,2456.0,2226.0,9948.0,4861.0,5087.0,4704.0,2065.0,2639.0,12578.0,5724.0,6854.0,1.64,1.48
188,2009,金門縣,259.0,146.0,113.0,564.0,283.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,42.0,41.0,181.0,83.0,98.0,176.0,104.0,72.0,383.0,200.0,183.0,0.82,0.6
189,2009,連江縣,44.0,25.0,19.0,89.0,44.0,45.0,18.0,11.0,7.0,18.0,11.0,7.0,11.0,4.0,7.0,34.0,13.0,21.0,15.0,10.0,5.0,37.0,20.0,17.0,2.14,0.9
190,2008,全國,93032.0,53021.0,40011.0,223697.0,113281.0,110416.0,4308.0,3150.0,1158.0,4540.0,3273.0,1267.0,21324.0,12711.0,8613.0,46748.0,24056.0,22692.0,67400.0,37160.0,30240.0,172409.0,85952.0,86457.0,1.22,0.97
191,2008,臺北縣,10608.0,5585.0,5023.0,24835.0,12032.0,12803.0,192.0,129.0,63.0,207.0,135.0,72.0,1487.0,853.0,634.0,3188.0,1518.0,1670.0,8929.0,4603.0,4326.0,21440.0,10379.0,11061.0,0.79,0.65
192,2008,宜蘭縣,3174.0,1863.0,1311.0,6970.0,3556.0,3414.0,32.0,23.0,9.0,34.0,23.0,11.0,477.0,261.0,216.0,1104.0,568.0,536.0,2665.0,1579.0,1086.0,5832.0,2965.0,2867.0,2.12,1.51
193,2008,桃園縣,3772.0,1860.0,1912.0,9791.0,4722.0,5069.0,74.0,58.0,16.0,82.0,62.0,20.0,773.0,414.0,359.0,1988.0,947.0,1041.0,2925.0,1388.0,1537.0,7721.0,3713.0,4008.0,0.59,0.5
194,2008,新竹縣,1128.0,732.0,396.0,2887.0,1687.0,1200.0,83.0,75.0,8.0,85.0,77.0,8.0,425.0,264.0,161.0,1182.0,653.0,529.0,620.0,393.0,227.0,1620.0,957.0,663.0,0.74,0.57
195,2008,苗栗縣,2031.0,1206.0,825.0,4644.0,2451.0,2193.0,15.0,14.0,1.0,15.0,14.0,1.0,678.0,428.0,250.0,1513.0,858.0,655.0,1338.0,764.0,574.0,3116.0,1579.0,1537.0,1.22,0.83
196,2008,臺中縣,2863.0,1689.0,1174.0,7360.0,3725.0,3635.0,6.0,4.0,2.0,7.0,4.0,3.0,285.0,164.0,121.0,790.0,387.0,403.0,2572.0,1521.0,1051.0,6563.0,3334.0,3229.0,0.63,0.47
197,2008,彰化縣,5004.0,3058.0,1946.0,9830.0,5256.0,4574.0,4.0,4.0,0.0,4.0,4.0,0.0,233.0,132.0,101.0,534.0,273.0,261.0,4767.0,2922.0,1845.0,9292.0,4979.0,4313.0,1.41,0.75
198,2008,南投縣,3314.0,2095.0,1219.0,7900.0,4162.0,3738.0,31.0,25.0,6.0,32.0,25.0,7.0,300.0,219.0,81.0,564.0,342.0,222.0,2983.0,1851.0,1132.0,7304.0,3795.0,3509.0,1.99,1.49
199,2008,雲林縣,3832.0,2563.0,1269.0,9288.0,5156.0,4132.0,93.0,47.0,46.0,101.0,50.0,51.0,1926.0,1399.0,527.0,3837.0,2285.0,1552.0,1813.0,1117.0,696.0,5350.0,2821.0,2529.0,1.71,1.28
200,2008,嘉義縣,1476.0,989.0,487.0,3308.0,1853.0,1455.0,20.0,16.0,4.0,22.0,16.0,6.0,185.0,128.0,57.0,290.0,172.0,118.0,1271.0,845.0,426.0,2996.0,1665.0,1331.0,0.86,0.6
201,2008,臺南縣,2818.0,2108.0,710.0,5588.0,3161.0,2427.0,35.0,25.0,10.0,35.0,25.0,10.0,384.0,328.0,56.0,647.0,386.0,261.0,2399.0,1755.0,644.0,4906.0,2750.0,2156.0,0.79,0.51
202,2008,高雄縣,4317.0,2619.0,1698.0,10417.0,5480.0,4937.0,93.0,72.0,21.0,97.0,74.0,23.0,1096.0,737.0,359.0,2090.0,1223.0,867.0,3128.0,1810.0,1318.0,8230.0,4183.0,4047.0,1.03,0.84
203,2008,屏東縣,7248.0,4706.0,2542.0,18174.0,9537.0,8637.0,78.0,55.0,23.0,78.0,55.0,23.0,1284.0,899.0,385.0,2567.0,1446.0,1121.0,5886.0,3752.0,2134.0,15529.0,8036.0,7493.0,2.69,2.05
204,2008,臺東縣,3610.0,2145.0,1465.0,10834.0,5553.0,5281.0,235.0,161.0,74.0,254.0,169.0,85.0,1189.0,742.0,447.0,3027.0,1583.0,1444.0,2186.0,1242.0,944.0,7553.0,3801.0,3752.0,4.59,4.67
205,2008,花蓮縣,3350.0,1814.0,1536.0,7585.0,3728.0,3857.0,16.0,8.0,8.0,16.0,8.0,8.0,311.0,158.0,153.0,633.0,313.0,320.0,3023.0,1648.0,1375.0,6936.0,3407.0,3529.0,2.83,2.22
